fromNode	toNode	weight	direction	fromAltName	toAltName
CD86	CST3	0.0355605156407784	undirected	CD86	CST3
CD86	CRTAP	0.0220652608612729	undirected	CD86	CRTAP
CD86	CSF1R	0.0763042096006201	undirected	CD86	CSF1R
CD86	CYFIP1	0.0205865260422337	undirected	CD86	CYFIP1
CD86	DBNDD2	0.0236386750618639	undirected	CD86	DBNDD2
CD86	CTSH	0.0110611426711802	undirected	CD86	CTSH
CD86	DHRS4L2	0.0139452154752573	undirected	CD86	DHRS4L2
CD86	DOK2	0.0184092213246147	undirected	CD86	DOK2
CD86	DPYSL2	0.0478796787347487	undirected	CD86	DPYSL2
CD86	NIBAN2	0.0164781198872009	undirected	CD86	NIBAN2
CD86	FGD2	0.0108082036606329	undirected	CD86	FGD2
CD86	GPBAR1	0.0616090584545884	undirected	CD86	GPBAR1
CD86	GPR162	0.0139937827318957	undirected	CD86	GPR162
CD86	HLA-DRA	0.0394399895014951	undirected	CD86	HLA-DRA
CD86	HLA-DRB3	0.0147684501844015	undirected	CD86	HLA-DRB3
CD86	HLA-DRB4	0.031353662135777	undirected	CD86	HLA-DRB4
CD86	HLA-DMB	0.0432046898502568	undirected	CD86	HLA-DMB
CD86	HLA-DMA	0.0358012364349155	undirected	CD86	HLA-DMA
CD86	HLA-DPA1	0.0331078399376708	undirected	CD86	HLA-DPA1
CD86	IRF8	0.0159610265646137	undirected	CD86	IRF8
CD86	KLF11	0.016739885981536	undirected	CD86	KLF11
CD86	KYNU	0.015525432852965	undirected	CD86	KYNU
CD86	LIPA	0.0104774656491072	undirected	CD86	LIPA
CD86	SLC37A2	0.01970568845203	undirected	CD86	SLC37A2
CD86	NRROS	0.033940833599732	undirected	CD86	NRROS
CD86	LY86	0.0597788641829949	undirected	CD86	LY86
CD86	MS4A14	0.0135147724746838	undirected	CD86	MS4A14
CD86	MTMR11	0.030445291325534	undirected	CD86	MTMR11
CD86	NAGPA	0.0253021332543243	undirected	CD86	NAGPA
CD86	NAAA	0.0187936339425645	undirected	CD86	NAAA
CD86	NUP93	0.0114381059066604	undirected	CD86	NUP93
CD86	OAF	0.0257335154382187	undirected	CD86	OAF
CD86	NUP62	0.0101354260077707	undirected	CD86	NUP62
CD86	P2RX7	0.0252354948407764	undirected	CD86	P2RX7
CD86	PEPD	0.0200477905577905	undirected	CD86	PEPD
CD86	PEA15	0.0264728734937215	undirected	CD86	PEA15
CD86	PLXNB2	0.0682132198448496	undirected	CD86	PLXNB2
CD86	PLEKHO1	0.0260455444162696	undirected	CD86	PLEKHO1
CD86	RAB34	0.0103275036603745	undirected	CD86	RAB34
CD86	RGS12	0.0251493987190582	undirected	CD86	RGS12
CD86	RRAS	0.0141744563288495	undirected	CD86	RRAS
CD86	SH3TC1	0.0131260692754987	undirected	CD86	SH3TC1
CD86	SLC2A6	0.0164589273830258	undirected	CD86	SLC2A6
CD86	SLC27A1	0.0142408196001583	undirected	CD86	SLC27A1
CD86	SLC46A2	0.0182033761328574	undirected	CD86	SLC46A2
CD86	SLC7A7	0.0168924875285234	undirected	CD86	SLC7A7
CD86	SNX30	0.0201634519836763	undirected	CD86	SNX30
CD86	TGFBI	0.0615254588344305	undirected	CD86	TGFBI
CD86	TMEM109	0.0119956375247157	undirected	CD86	TMEM109
CD86	TNS3	0.0136857118448576	undirected	CD86	TNS3
CD86	UBE2E2	0.0151100739301514	undirected	CD86	UBE2E2
CD86	VCAN	0.0151315692861681	undirected	CD86	VCAN
CD86	VPS45	0.0111325142664147	undirected	CD86	VPS45
CD86	ZNF385A	0.0163565865522448	undirected	CD86	ZNF385A
CD4	ADA2	0.0210753144560755	undirected	CD4	ADA2
CD4	AGAP3	0.0146873113172476	undirected	CD4	AGAP3
CD4	CPVL	0.0155188145656083	undirected	CD4	CPVL
CD4	CST3	0.0105936978176865	undirected	CD4	CST3
CD4	CRTAP	0.0156554321145469	undirected	CD4	CRTAP
CD4	CSF1R	0.0287519132413796	undirected	CD4	CSF1R
CD4	CYFIP1	0.0112838693049389	undirected	CD4	CYFIP1
CD4	CX3CR1	0.0114287303418116	undirected	CD4	CX3CR1
CD4	DHRS4L2	0.0125156667226212	undirected	CD4	DHRS4L2
CD4	DOK2	0.0211197897721308	undirected	CD4	DOK2
CD4	DPYSL2	0.0182671180758973	undirected	CD4	DPYSL2
CD4	GPBAR1	0.0162472035621401	undirected	CD4	GPBAR1
CD4	GPR162	0.0113865220467151	undirected	CD4	GPR162
CD4	HLA-DRA	0.0165828864272491	undirected	CD4	HLA-DRA
CD4	HLA-DRB3	0.0228086177579475	undirected	CD4	HLA-DRB3
CD4	HLA-DRB4	0.0152215587164936	undirected	CD4	HLA-DRB4
CD4	HLA-DMB	0.0181779498806622	undirected	CD4	HLA-DMB
CD4	HLA-DMA	0.0137822050549038	undirected	CD4	HLA-DMA
CD4	HLA-DPA1	0.0146757396448915	undirected	CD4	HLA-DPA1
CD4	KLF11	0.0131858057924	undirected	CD4	KLF11
CD4	NRROS	0.0114008871000784	undirected	CD4	NRROS
CD4	LY86	0.0165729555800818	undirected	CD4	LY86
CD4	MTMR11	0.0206436554130653	undirected	CD4	MTMR11
CD4	NAGPA	0.0185951851635985	undirected	CD4	NAGPA
CD4	OAF	0.0136279005500171	undirected	CD4	OAF
CD4	P2RX7	0.0124764529774591	undirected	CD4	P2RX7
CD4	PEPD	0.0100931708351662	undirected	CD4	PEPD
CD4	PEA15	0.0263114940721582	undirected	CD4	PEA15
CD4	PLXNB2	0.021316010863156	undirected	CD4	PLXNB2
CD4	PLEKHO1	0.0119726473838951	undirected	CD4	PLEKHO1
CD4	RGS12	0.0160589835549401	undirected	CD4	RGS12
CD4	RTN1	0.0108451037925993	undirected	CD4	RTN1
CD4	SLC2A6	0.0141515599639363	undirected	CD4	SLC2A6
CD4	TGFBI	0.0255809576579893	undirected	CD4	TGFBI
CD4	TMEM109	0.0151286946397132	undirected	CD4	TMEM109
CD74	CNDP2	0.0173634181015994	undirected	CD74	CNDP2
CD74	HLA-DRA	0.0151153634351771	undirected	CD74	HLA-DRA
CD74	HLA-DMB	0.0110894644255481	undirected	CD74	HLA-DMB
CD74	HLA-DMA	0.0178924069335605	undirected	CD74	HLA-DMA
CD74	HLA-DPA1	0.0206363360471898	undirected	CD74	HLA-DPA1
CD74	NRROS	0.0113937068328947	undirected	CD74	NRROS
CD74	NAAA	0.0109066535765865	undirected	CD74	NAAA
CD74	NUP62	0.010391921836101	undirected	CD74	NUP62
CCR2	ADA2	0.0192889023729214	undirected	CCR2	ADA2
CCR2	CPVL	0.0438352877868856	undirected	CCR2	CPVL
CCR2	CST3	0.0154521900102315	undirected	CCR2	CST3
CCR2	CRTAP	0.0167720244954977	undirected	CCR2	CRTAP
CCR2	CSF1R	0.022870538050244	undirected	CCR2	CSF1R
CCR2	CYFIP1	0.0130052108137005	undirected	CCR2	CYFIP1
CCR2	DBNDD2	0.0107978461162395	undirected	CCR2	DBNDD2
CCR2	DPYSL2	0.0341700030142834	undirected	CCR2	DPYSL2
CCR2	NIBAN2	0.0113741898431256	undirected	CCR2	NIBAN2
CCR2	GPBAR1	0.0116720201638636	undirected	CCR2	GPBAR1
CCR2	HNMT	0.0190427949281612	undirected	CCR2	HNMT
CCR2	IRF8	0.0134725704874507	undirected	CCR2	IRF8
CCR2	KYNU	0.0138325522161911	undirected	CCR2	KYNU
CCR2	LIPA	0.0186947645731196	undirected	CCR2	LIPA
CCR2	LY86	0.0227179120327162	undirected	CCR2	LY86
CCR2	MTMR11	0.0122308167220913	undirected	CCR2	MTMR11
CCR2	OAF	0.013354591459333	undirected	CCR2	OAF
CCR2	PEPD	0.0128642624850985	undirected	CCR2	PEPD
CCR2	PEA15	0.0100918455299698	undirected	CCR2	PEA15
CCR2	PLXNB2	0.0214737426061515	undirected	CCR2	PLXNB2
CCR2	SLC46A2	0.0114738884964387	undirected	CCR2	SLC46A2
CCR2	SLC7A7	0.0115297010409494	undirected	CCR2	SLC7A7
CCR2	SNX30	0.0204919362563436	undirected	CCR2	SNX30
CCR2	TGFBI	0.0274834403234836	undirected	CCR2	TGFBI
CCR2	VCAN	0.014183927128964	undirected	CCR2	VCAN
CD300C	LILRB4	0.0131362426535888	undirected	CD300C	LILRB4
ADA2	AGAP3	0.0154511591889053	undirected	ADA2	AGAP3
ADA2	CPVL	0.036754881314213	undirected	ADA2	CPVL
ADA2	CST3	0.040372363195946	undirected	ADA2	CST3
ADA2	CRTAP	0.0241518004219043	undirected	ADA2	CRTAP
ADA2	CSF1R	0.0606522002512267	undirected	ADA2	CSF1R
ADA2	CYFIP1	0.0216288661211626	undirected	ADA2	CYFIP1
ADA2	DBNDD2	0.0219109238010321	undirected	ADA2	DBNDD2
ADA2	DHRS4L2	0.0138781320326566	undirected	ADA2	DHRS4L2
ADA2	DOK2	0.0188026640099863	undirected	ADA2	DOK2
ADA2	DPYSL2	0.0436785532168103	undirected	ADA2	DPYSL2
ADA2	NIBAN2	0.0186537399996356	undirected	ADA2	NIBAN2
ADA2	GPBAR1	0.0429797359852223	undirected	ADA2	GPBAR1
ADA2	GPR162	0.0132239652035496	undirected	ADA2	GPR162
ADA2	HLA-DRA	0.016815072025365	undirected	ADA2	HLA-DRA
ADA2	HLA-DRB3	0.0119737430309792	undirected	ADA2	HLA-DRB3
ADA2	HLA-DRB4	0.0213687774455422	undirected	ADA2	HLA-DRB4
ADA2	HLA-DMB	0.0218781056950938	undirected	ADA2	HLA-DMB
ADA2	HLA-DMA	0.0175174320459222	undirected	ADA2	HLA-DMA
ADA2	HLA-DPA1	0.015736212592282	undirected	ADA2	HLA-DPA1
ADA2	IRF8	0.0127668708757777	undirected	ADA2	IRF8
ADA2	KLF11	0.0125948142202463	undirected	ADA2	KLF11
ADA2	KYNU	0.0128967508671244	undirected	ADA2	KYNU
ADA2	LIPA	0.010743139343423	undirected	ADA2	LIPA
ADA2	SLC37A2	0.0198059397830701	undirected	ADA2	SLC37A2
ADA2	NRROS	0.0362145872717677	undirected	ADA2	NRROS
ADA2	LY86	0.0425482939078379	undirected	ADA2	LY86
ADA2	MS4A14	0.0123196059994474	undirected	ADA2	MS4A14
ADA2	MTMR11	0.0221306632958882	undirected	ADA2	MTMR11
ADA2	NAGPA	0.0291911048750307	undirected	ADA2	NAGPA
ADA2	NAAA	0.0170468991294788	undirected	ADA2	NAAA
ADA2	NUP93	0.0134185223271759	undirected	ADA2	NUP93
ADA2	OAF	0.026662270201126	undirected	ADA2	OAF
ADA2	NUP62	0.0114521003999598	undirected	ADA2	NUP62
ADA2	P2RX7	0.0225578280766974	undirected	ADA2	P2RX7
ADA2	PEPD	0.0206892552948249	undirected	ADA2	PEPD
ADA2	PEA15	0.0212117970720606	undirected	ADA2	PEA15
ADA2	PLXNB2	0.0614967827674382	undirected	ADA2	PLXNB2
ADA2	PLEKHO1	0.0182113978917577	undirected	ADA2	PLEKHO1
ADA2	RGS12	0.0213026249282766	undirected	ADA2	RGS12
ADA2	RRAS	0.0108108137442043	undirected	ADA2	RRAS
ADA2	SH3TC1	0.0139802126578921	undirected	ADA2	SH3TC1
ADA2	SLC2A6	0.0108578833109656	undirected	ADA2	SLC2A6
ADA2	SLC27A1	0.0157150151604018	undirected	ADA2	SLC27A1
ADA2	SLC46A2	0.0160001228816105	undirected	ADA2	SLC46A2
ADA2	SLC7A7	0.0195647269624162	undirected	ADA2	SLC7A7
ADA2	SNX30	0.0202320180833489	undirected	ADA2	SNX30
ADA2	TGFBI	0.0583049619496267	undirected	ADA2	TGFBI
ADA2	TMEM109	0.013582879819836	undirected	ADA2	TMEM109
ADA2	TNS3	0.0156267487986593	undirected	ADA2	TNS3
ADA2	UBE2E2	0.0120496648491456	undirected	ADA2	UBE2E2
ADA2	VCAN	0.012968542270708	undirected	ADA2	VCAN
ADA2	ZNF385A	0.0155353233001215	undirected	ADA2	ZNF385A
AGAP3	CPVL	0.0104430829074355	undirected	AGAP3	CPVL
AGAP3	CRTAP	0.0149408427761903	undirected	AGAP3	CRTAP
AGAP3	CSF1R	0.0180962567837867	undirected	AGAP3	CSF1R
AGAP3	CYFIP1	0.023438330827818	undirected	AGAP3	CYFIP1
AGAP3	DBNDD2	0.0122535353827879	undirected	AGAP3	DBNDD2
AGAP3	DHRS4L2	0.0165097817214	undirected	AGAP3	DHRS4L2
AGAP3	DPYSL2	0.0142872459020352	undirected	AGAP3	DPYSL2
AGAP3	NIBAN2	0.015845635989477	undirected	AGAP3	NIBAN2
AGAP3	FUCA1	0.0104181466403078	undirected	AGAP3	FUCA1
AGAP3	GPBAR1	0.0119833207289067	undirected	AGAP3	GPBAR1
AGAP3	GPR162	0.0164935316858822	undirected	AGAP3	GPR162
AGAP3	HLA-DRB3	0.0100907975029284	undirected	AGAP3	HLA-DRB3
AGAP3	HLA-DMB	0.0101859792695077	undirected	AGAP3	HLA-DMB
AGAP3	HLA-DMA	0.0100946627595033	undirected	AGAP3	HLA-DMA
AGAP3	KLF11	0.0136431451613305	undirected	AGAP3	KLF11
AGAP3	KYNU	0.0128494998259689	undirected	AGAP3	KYNU
AGAP3	NRROS	0.0105177467923847	undirected	AGAP3	NRROS
AGAP3	LY86	0.0127859210593659	undirected	AGAP3	LY86
AGAP3	MTMR11	0.0192012806308455	undirected	AGAP3	MTMR11
AGAP3	NAGPA	0.0213230928306077	undirected	AGAP3	NAGPA
AGAP3	OAF	0.0195808533545162	undirected	AGAP3	OAF
AGAP3	P2RX4	0.0156658939215991	undirected	AGAP3	P2RX4
AGAP3	PEA15	0.0209198236094468	undirected	AGAP3	PEA15
AGAP3	PLXNB2	0.0165668348179366	undirected	AGAP3	PLXNB2
AGAP3	RGS12	0.0105828514628413	undirected	AGAP3	RGS12
AGAP3	SH3TC1	0.0135958097773362	undirected	AGAP3	SH3TC1
AGAP3	SLC2A6	0.0194060831085063	undirected	AGAP3	SLC2A6
AGAP3	SLC27A1	0.0156849304964728	undirected	AGAP3	SLC27A1
AGAP3	TGFBI	0.0161430079579687	undirected	AGAP3	TGFBI
AGAP3	TMEM109	0.0137220762510738	undirected	AGAP3	TMEM109
AGAP3	TNS3	0.0138681436770154	undirected	AGAP3	TNS3
CNDP2	HLA-DRA	0.0138442492293878	undirected	CNDP2	HLA-DRA
CNDP2	HLA-DMB	0.0145728765335371	undirected	CNDP2	HLA-DMB
CNDP2	HLA-DMA	0.0186987733126362	undirected	CNDP2	HLA-DMA
CNDP2	HLA-DPA1	0.0166812000374501	undirected	CNDP2	HLA-DPA1
CNDP2	NAGPA	0.0134276634727694	undirected	CNDP2	NAGPA
CNDP2	NUP93	0.0102562710115077	undirected	CNDP2	NUP93
CNDP2	NUP62	0.0198068585730167	undirected	CNDP2	NUP62
CNDP2	PEPD	0.01287255508765	undirected	CNDP2	PEPD
CNDP2	TMEM109	0.015565712152772	undirected	CNDP2	TMEM109
CLCN6	DHRS4L2	0.0124144305386089	undirected	CLCN6	DHRS4L2
CLCN6	TMEM94	0.0122619180486944	undirected	CLCN6	TMEM94
CLCN6	NAGPA	0.0118196897942426	undirected	CLCN6	NAGPA
CLCN6	OAF	0.0108986517325046	undirected	CLCN6	OAF
CLCN6	PEA15	0.0106380035411626	undirected	CLCN6	PEA15
CLCN6	RASSF4	0.0118992455925213	undirected	CLCN6	RASSF4
CLCN6	SLC27A1	0.0102462088246386	undirected	CLCN6	SLC27A1
CPVL	CST3	0.0282588588902535	undirected	CPVL	CST3
CPVL	CRTAP	0.0252686655860618	undirected	CPVL	CRTAP
CPVL	CSF1R	0.0565363996379374	undirected	CPVL	CSF1R
CPVL	CYFIP1	0.0185750317032727	undirected	CPVL	CYFIP1
CPVL	DBNDD2	0.0203520706775445	undirected	CPVL	DBNDD2
CPVL	DOK2	0.0163910008882501	undirected	CPVL	DOK2
CPVL	DPYSL2	0.0507420905358052	undirected	CPVL	DPYSL2
CPVL	NIBAN2	0.017354979621273	undirected	CPVL	NIBAN2
CPVL	FGD2	0.0108417500990486	undirected	CPVL	FGD2
CPVL	FUCA1	0.011141676246994	undirected	CPVL	FUCA1
CPVL	GPBAR1	0.0271192723867143	undirected	CPVL	GPBAR1
CPVL	GPR162	0.010999199737235	undirected	CPVL	GPR162
CPVL	HLA-DRA	0.0110817821550637	undirected	CPVL	HLA-DRA
CPVL	HLA-DRB4	0.0112006111690262	undirected	CPVL	HLA-DRB4
CPVL	HLA-DMB	0.0129201415887381	undirected	CPVL	HLA-DMB
CPVL	HNMT	0.0123283845577126	undirected	CPVL	HNMT
CPVL	IRF8	0.0142824424343114	undirected	CPVL	IRF8
CPVL	KLF11	0.011970809453852	undirected	CPVL	KLF11
CPVL	KYNU	0.0189543843989256	undirected	CPVL	KYNU
CPVL	LIPA	0.0193553784270961	undirected	CPVL	LIPA
CPVL	SLC37A2	0.0169603555646995	undirected	CPVL	SLC37A2
CPVL	NRROS	0.0196837197014586	undirected	CPVL	NRROS
CPVL	LY86	0.0359581385846381	undirected	CPVL	LY86
CPVL	MS4A14	0.0119232495469461	undirected	CPVL	MS4A14
CPVL	MTMR11	0.0247173581723743	undirected	CPVL	MTMR11
CPVL	NAGPA	0.0175603791641494	undirected	CPVL	NAGPA
CPVL	NAAA	0.0107555218739231	undirected	CPVL	NAAA
CPVL	OAF	0.018699892847535	undirected	CPVL	OAF
CPVL	P2RX7	0.0141047285554944	undirected	CPVL	P2RX7
CPVL	PEPD	0.0175089080956409	undirected	CPVL	PEPD
CPVL	PEA15	0.0176547351348448	undirected	CPVL	PEA15
CPVL	PLXNB2	0.0460323765514999	undirected	CPVL	PLXNB2
CPVL	PLEKHO1	0.0121943211326926	undirected	CPVL	PLEKHO1
CPVL	RGS12	0.0145836680326301	undirected	CPVL	RGS12
CPVL	SH3TC1	0.0119671908277862	undirected	CPVL	SH3TC1
CPVL	SLC27A1	0.0115963158221617	undirected	CPVL	SLC27A1
CPVL	SLC46A2	0.0251393954882077	undirected	CPVL	SLC46A2
CPVL	SLC7A7	0.0214991534777758	undirected	CPVL	SLC7A7
CPVL	SNX30	0.0236942066415192	undirected	CPVL	SNX30
CPVL	TGFBI	0.0609765935566144	undirected	CPVL	TGFBI
CPVL	TNS3	0.01193246832972	undirected	CPVL	TNS3
CPVL	VCAN	0.0202659422598269	undirected	CPVL	VCAN
CPVL	ZNF385A	0.0150295208116931	undirected	CPVL	ZNF385A
CST3	CRTAP	0.0152514868741931	undirected	CST3	CRTAP
CST3	CSF1R	0.0415200764139798	undirected	CST3	CSF1R
CST3	CYFIP1	0.0124540431589666	undirected	CST3	CYFIP1
CST3	DBNDD2	0.0173291948938856	undirected	CST3	DBNDD2
CST3	DOK2	0.0124029124111555	undirected	CST3	DOK2
CST3	DPYSL2	0.0264267931422188	undirected	CST3	DPYSL2
CST3	NIBAN2	0.0110317690425661	undirected	CST3	NIBAN2
CST3	FGD2	0.0143637850742032	undirected	CST3	FGD2
CST3	GPBAR1	0.0306703958075472	undirected	CST3	GPBAR1
CST3	HLA-DRB4	0.0168290906268478	undirected	CST3	HLA-DRB4
CST3	SLC37A2	0.0272815049345271	undirected	CST3	SLC37A2
CST3	NRROS	0.0363410978560056	undirected	CST3	NRROS
CST3	LY86	0.0260684372595708	undirected	CST3	LY86
CST3	MPEG1	0.0103291465465766	undirected	CST3	MPEG1
CST3	MTMR11	0.0112885912473637	undirected	CST3	MTMR11
CST3	NAGPA	0.0137553751909588	undirected	CST3	NAGPA
CST3	NAAA	0.0129804273661712	undirected	CST3	NAAA
CST3	OAF	0.018200987219566	undirected	CST3	OAF
CST3	P2RX7	0.0176260319025725	undirected	CST3	P2RX7
CST3	PEPD	0.0107138715206192	undirected	CST3	PEPD
CST3	PLXNB2	0.0525115251036011	undirected	CST3	PLXNB2
CST3	RGS12	0.0172277947237993	undirected	CST3	RGS12
CST3	SLC46A2	0.0121428773286344	undirected	CST3	SLC46A2
CST3	SLC7A7	0.0169675569859685	undirected	CST3	SLC7A7
CST3	SNX30	0.0136743704307954	undirected	CST3	SNX30
CST3	TGFBI	0.0380777251206184	undirected	CST3	TGFBI
CST3	TTYH3	0.014285222664425	undirected	CST3	TTYH3
CST3	ZNF385A	0.0262041511009614	undirected	CST3	ZNF385A
CRTAP	CSF1R	0.024123371388021	undirected	CRTAP	CSF1R
CRTAP	CYFIP1	0.0249915500776777	undirected	CRTAP	CYFIP1
CRTAP	DBNDD2	0.0121201147824271	undirected	CRTAP	DBNDD2
CRTAP	DHRS4L2	0.0165996417679838	undirected	CRTAP	DHRS4L2
CRTAP	DOK2	0.0123197348092832	undirected	CRTAP	DOK2
CRTAP	DPYSL2	0.0280821113720389	undirected	CRTAP	DPYSL2
CRTAP	NIBAN2	0.0207377104953462	undirected	CRTAP	NIBAN2
CRTAP	FUCA1	0.020664905787688	undirected	CRTAP	FUCA1
CRTAP	GPBAR1	0.0134036917992042	undirected	CRTAP	GPBAR1
CRTAP	GPR162	0.0138149811465813	undirected	CRTAP	GPR162
CRTAP	HLA-DRB3	0.0124173926394481	undirected	CRTAP	HLA-DRB3
CRTAP	KLF11	0.0163379424089392	undirected	CRTAP	KLF11
CRTAP	KYNU	0.0197271843419704	undirected	CRTAP	KYNU
CRTAP	LIPA	0.0159734345675449	undirected	CRTAP	LIPA
CRTAP	SLC37A2	0.0100284645761833	undirected	CRTAP	SLC37A2
CRTAP	LY86	0.0163381860667796	undirected	CRTAP	LY86
CRTAP	MPEG1	0.0106866202500777	undirected	CRTAP	MPEG1
CRTAP	MS4A14	0.0108583356001599	undirected	CRTAP	MS4A14
CRTAP	MTMR11	0.0226014416444369	undirected	CRTAP	MTMR11
CRTAP	NAGPA	0.0259380844917027	undirected	CRTAP	NAGPA
CRTAP	OAF	0.0228781920583573	undirected	CRTAP	OAF
CRTAP	P2RX4	0.0113308669616271	undirected	CRTAP	P2RX4
CRTAP	PEPD	0.013377682759589	undirected	CRTAP	PEPD
CRTAP	PEA15	0.0265368587765378	undirected	CRTAP	PEA15
CRTAP	PLXNB2	0.0206521272251655	undirected	CRTAP	PLXNB2
CRTAP	RGS12	0.0135463714658389	undirected	CRTAP	RGS12
CRTAP	SH3TC1	0.0147453872305912	undirected	CRTAP	SH3TC1
CRTAP	SLC2A6	0.0107510122007847	undirected	CRTAP	SLC2A6
CRTAP	SLC27A1	0.0160727189586384	undirected	CRTAP	SLC27A1
CRTAP	SLC46A2	0.0177492842004255	undirected	CRTAP	SLC46A2
CRTAP	SLC7A7	0.0221193592517723	undirected	CRTAP	SLC7A7
CRTAP	SNX30	0.0348429204537313	undirected	CRTAP	SNX30
CRTAP	TGFBI	0.0341778695578122	undirected	CRTAP	TGFBI
CRTAP	TMEM109	0.0172602513577234	undirected	CRTAP	TMEM109
CRTAP	TNS3	0.0187463231306336	undirected	CRTAP	TNS3
CSF1R	CYFIP1	0.0234184360072326	undirected	CSF1R	CYFIP1
CSF1R	DBNDD2	0.0281704680314565	undirected	CSF1R	DBNDD2
CSF1R	CTSH	0.0121279341426207	undirected	CSF1R	CTSH
CSF1R	DHRS4L2	0.0129891210151782	undirected	CSF1R	DHRS4L2
CSF1R	DOK2	0.0201642523479554	undirected	CSF1R	DOK2
CSF1R	DPYSL2	0.0547828949654953	undirected	CSF1R	DPYSL2
CSF1R	NIBAN2	0.0206366220001226	undirected	CSF1R	NIBAN2
CSF1R	FBP1	0.0144654670955438	undirected	CSF1R	FBP1
CSF1R	FGD2	0.0156165713258639	undirected	CSF1R	FGD2
CSF1R	GPBAR1	0.055848934349128	undirected	CSF1R	GPBAR1
CSF1R	GPR162	0.0175810725778619	undirected	CSF1R	GPR162
CSF1R	HLA-DRA	0.0201274361665672	undirected	CSF1R	HLA-DRA
CSF1R	HLA-DRB3	0.0115212693828967	undirected	CSF1R	HLA-DRB3
CSF1R	HLA-DRB4	0.0242261237476304	undirected	CSF1R	HLA-DRB4
CSF1R	HLA-DMB	0.0224866910556139	undirected	CSF1R	HLA-DMB
CSF1R	HLA-DMA	0.0197281739289096	undirected	CSF1R	HLA-DMA
CSF1R	HLA-DPA1	0.0155274939069519	undirected	CSF1R	HLA-DPA1
CSF1R	HVCN1	0.0136314068442947	undirected	CSF1R	HVCN1
CSF1R	IRF8	0.0130428384959989	undirected	CSF1R	IRF8
CSF1R	KLF11	0.0168784352159695	undirected	CSF1R	KLF11
CSF1R	KYNU	0.016444564283612	undirected	CSF1R	KYNU
CSF1R	LIPA	0.0108464385203381	undirected	CSF1R	LIPA
CSF1R	SLC37A2	0.025712023388087	undirected	CSF1R	SLC37A2
CSF1R	NRROS	0.035278493935367	undirected	CSF1R	NRROS
CSF1R	LY86	0.0551452051176437	undirected	CSF1R	LY86
CSF1R	MPEG1	0.0104303395322812	undirected	CSF1R	MPEG1
CSF1R	MS4A7	0.010677973833391	undirected	CSF1R	MS4A7
CSF1R	MS4A14	0.0165189907820835	undirected	CSF1R	MS4A14
CSF1R	MTMR11	0.0346958600494647	undirected	CSF1R	MTMR11
CSF1R	NAGPA	0.0230648280963338	undirected	CSF1R	NAGPA
CSF1R	NAAA	0.0186227701120138	undirected	CSF1R	NAAA
CSF1R	NUP93	0.010128099076673	undirected	CSF1R	NUP93
CSF1R	OAF	0.0234992757180551	undirected	CSF1R	OAF
CSF1R	P2RX7	0.0263859264980961	undirected	CSF1R	P2RX7
CSF1R	PEPD	0.014758013855777	undirected	CSF1R	PEPD
CSF1R	PEA15	0.0230742285639528	undirected	CSF1R	PEA15
CSF1R	PLXNB2	0.0972483954523959	undirected	CSF1R	PLXNB2
CSF1R	PLEKHO1	0.0209240353267994	undirected	CSF1R	PLEKHO1
CSF1R	RAB34	0.0150389257542875	undirected	CSF1R	RAB34
CSF1R	RGS12	0.0271993692178558	undirected	CSF1R	RGS12
CSF1R	RRAS	0.0271717583759023	undirected	CSF1R	RRAS
CSF1R	SELENON	0.0106605317372642	undirected	CSF1R	SELENON
CSF1R	SIDT2	0.0131912074223709	undirected	CSF1R	SIDT2
CSF1R	SH3TC1	0.0151215740561243	undirected	CSF1R	SH3TC1
CSF1R	SLC2A6	0.0140481442864281	undirected	CSF1R	SLC2A6
CSF1R	SLC27A1	0.016040899564331	undirected	CSF1R	SLC27A1
CSF1R	SLC46A2	0.0239614519434569	undirected	CSF1R	SLC46A2
CSF1R	SLC7A7	0.025356284366398	undirected	CSF1R	SLC7A7
CSF1R	SNX30	0.0213466265155276	undirected	CSF1R	SNX30
CSF1R	TGFBI	0.0867255015145208	undirected	CSF1R	TGFBI
CSF1R	TNS3	0.0143639153056632	undirected	CSF1R	TNS3
CSF1R	TTYH3	0.0113545666827946	undirected	CSF1R	TTYH3
CSF1R	UBE2E2	0.0107033674740705	undirected	CSF1R	UBE2E2
CSF1R	VCAN	0.0236319710659264	undirected	CSF1R	VCAN
CSF1R	VPS45	0.0115439467652209	undirected	CSF1R	VPS45
CSF1R	ZFHX3	0.0102394879325796	undirected	CSF1R	ZFHX3
CSF1R	ZNF385A	0.0317900456663011	undirected	CSF1R	ZNF385A
COQ10A	FCN1	0.169304307965236	undirected	COQ10A	FCN1
CYFIP1	DBNDD2	0.0188524894213356	undirected	CYFIP1	DBNDD2
CYFIP1	CTSH	0.0131892859688122	undirected	CYFIP1	CTSH
CYFIP1	DHRS4L2	0.0228262361436175	undirected	CYFIP1	DHRS4L2
CYFIP1	DPYSL2	0.0279418950222295	undirected	CYFIP1	DPYSL2
CYFIP1	DLG4	0.0111761961770298	undirected	CYFIP1	DLG4
CYFIP1	NIBAN2	0.0395169684568699	undirected	CYFIP1	NIBAN2
CYFIP1	FZD2	0.019642649446819	undirected	CYFIP1	FZD2
CYFIP1	FUCA1	0.0215313246152525	undirected	CYFIP1	FUCA1
CYFIP1	GPBAR1	0.0131443547650332	undirected	CYFIP1	GPBAR1
